sample_id,process_type,C_pct,H_pct,O_pct,N_pct,S_pct,cellulose_pct,hemicellulose_pct,lignin_pct,ash_pct,temperature_C,pressure_bar,residence_time_h,gasifying_agent,CO_yield_pct,H2_yield_pct,CH4_yield_pct,CO2_yield_pct,LHV_MJ_Nm3,bio_oil_yield_pct,biochar_yield_pct,syngas_yield_pct,hydrochar_yield_pct,HHV_hydrochar_MJ_kg
1114,3,29.50,2.54,30.36,1.55,0.32,12.33, 1.07, 9.09,25.61, 272.8,32.3, 2.7,0, 0.00, 1.06, 0.00, 0.00,-0.16, 0.05, 0.00,*****,55.27,14.84
1115,3,30.35,2.63,33.95,1.46,0.35,10.84, 2.30,10.83,33.27, 182.7,42.4, 1.4,0, 0.00, 0.83, 0.37, 2.14,-0.09, 0.00, 0.00,*****,74.02,14.62
1116,3,31.96,2.98,30.38,1.61,0.31,10.45, 2.25, 9.54,25.02, 278.1,27.6, 1.1,0, 1.29, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00,*****,63.15,15.33
1117,3,31.93,2.87,31.48,1.40,0.32,11.65, 1.86,11.07,26.19, 239.9,44.2, 1.0,0, 0.00, 0.00, 0.00, 1.67,-0.38, 0.00, 0.00,*****,70.64,14.88
1118,3,28.48,2.95,33.93,1.51,0.38,10.19, 1.74,10.23,33.42, 265.9,30.3, 2.3,0, 0.00, 0.11, 1.00, 0.00,-0.57, 1.24, 0.00,*****,60.87,14.23
1119,3,30.35,2.94,33.94,1.74,0.38,10.05, 1.29,10.46,30.07, 223.1,13.9, 1.9,0, 1.17, 0.00, 1.43, 0.00,-0.19, 0.00, 2.47,*****,65.17,15.21
1120,3,30.85,2.82,35.94,1.49,0.31,10.87, 1.08,10.36,33.24, 221.3,29.7, 2.6,0, 0.00, 1.12, 0.00, 1.98,-0.05, 3.27, 1.31,95.42,61.76,13.93
1121,3,31.01,2.56,33.23,1.71,0.34,10.26, 2.40,10.04,28.79, 191.2,21.1, 3.4,0, 0.00, 0.00, 0.36, 0.00, 0.16, 0.03, 0.17,99.80,64.99,15.09
1122,3,31.79,2.96,34.72,1.60,0.40,11.42, 2.33, 9.93,34.87, 279.9,35.6, 3.4,0, 0.00, 0.00, 0.00, 0.32,-0.53, 0.00, 0.27,*****,59.53,13.77
1123,3,28.87,2.72,31.85,1.61,0.38,10.84, 1.31,11.65,28.46, 209.1,21.6, 1.4,0, 0.00, 0.00, 0.29, 0.00, 0.07, 0.00, 0.00,*****,71.38,14.21
1124,3,30.83,2.73,33.20,1.61,0.32,11.36, 1.74,11.35,29.95, 215.8,10.4, 1.2,0, 0.00, 1.10, 0.00, 0.91,-0.32, 0.00, 0.67,99.84,69.08,14.25
1125,3,30.83,2.61,32.73,1.71,0.31,12.03, 2.49,10.39,31.19, 260.9,18.5, 1.8,0, 0.00, 0.00, 0.00, 0.69,-0.05, 3.45, 0.00,97.61,60.01,16.24
1126,3,28.02,2.83,35.11,1.74,0.34,10.62, 1.34,11.87,27.48, 253.2,46.4, 1.8,0, 2.61, 1.90, 0.00, 0.51,-0.21, 0.00, 0.34,*****,62.56,14.76
1127,3,29.43,2.94,32.52,1.80,0.32,10.19, 2.45,10.44,33.11, 224.3,30.0, 2.5,0, 0.27, 0.97, 0.65, 1.19, 0.52, 3.10, 0.00,97.62,66.10,15.70
1128,3,29.65,2.86,31.50,1.71,0.30,11.82, 2.34,10.73,31.35, 231.1,18.3, 1.5,0, 0.00, 1.10, 0.00, 0.00,-0.34, 0.00, 0.00,*****,68.09,15.66
1129,3,29.98,2.92,35.82,1.69,0.31,11.22, 1.74,11.65,28.80, 216.3,17.6, 3.0,0, 0.00, 0.53, 0.09, 1.44, 0.33, 2.86, 0.00,99.51,62.56,14.86
1130,3,29.06,2.76,31.20,1.62,0.38,11.47, 2.01, 9.54,32.45, 226.7,20.5, 3.6,0, 0.00, 0.51, 0.00, 0.00,-0.38, 0.00, 0.06,*****,56.98,16.24
1131,3,28.17,2.96,34.26,1.65,0.34,10.58, 2.46,11.23,32.23, 236.8,27.3, 2.8,0, 0.78, 0.00, 0.80, 0.40,-0.17, 0.00, 0.26,*****,68.59,15.61
1132,3,28.46,2.72,31.56,1.79,0.31,11.03, 2.10, 9.18,34.84, 246.3,21.1, 3.6,0, 0.00, 0.06, 0.71, 0.00, 0.34, 0.00, 0.00,*****,60.21,17.34
1133,3,31.19,2.57,30.50,1.43,0.32,11.93, 2.36,10.58,31.04, 244.5,34.3, 1.4,0, 0.00, 0.00, 0.00, 0.69,-0.23, 0.00, 0.98,99.03,66.80,15.75
1134,3,28.84,2.61,31.59,1.67,0.35,11.90, 1.38,11.77,26.77, 183.9,22.6, 2.0,0, 0.00, 0.00, 0.17, 1.08, 0.17, 1.72, 0.00,99.73,71.50,15.09
1135,3,28.08,2.86,35.37,1.68,0.39,10.07, 2.36, 9.77,26.79, 218.7,49.1, 1.1,0, 0.60, 0.00, 0.00, 0.96,-0.34, 0.54, 0.53,98.93,71.92,13.55
1136,3,29.14,2.51,33.38,1.63,0.36,12.62, 1.66,10.02,32.00, 244.3,25.8, 1.4,0, 3.59, 0.85, 0.34, 0.25,-0.05, 0.00, 0.71,*****,58.71,14.72
1137,3,31.44,2.90,35.23,1.67,0.32,11.29, 1.82, 9.86,31.77, 196.9,45.7, 3.6,0, 1.20, 0.00, 0.05, 1.00, 0.04, 0.00, 0.09,*****,61.05,15.43
1138,3,30.46,2.75,33.21,1.53,0.33,12.75, 2.11,10.86,34.80, 259.1,22.4, 3.8,0, 1.73, 0.75, 0.39, 0.13, 0.47, 1.24, 0.00,99.72,61.01,15.16
1139,3,28.75,2.61,33.55,1.66,0.38,11.93, 1.58, 9.95,31.75, 199.9,22.7, 1.1,0, 0.00, 0.17, 0.00, 0.00, 0.33, 2.13, 0.92,96.96,71.69,14.73
1140,3,30.65,2.71,34.14,1.67,0.30,10.27, 2.14,11.30,31.96, 202.5,30.4, 2.2,0, 0.80, 0.00, 0.17, 1.38,-0.25, 3.65, 0.00,99.60,71.37,16.28
1141,3,28.49,2.69,34.21,1.53,0.31,10.29, 2.49,11.69,34.02, 203.7,25.9, 1.9,0, 0.00, 0.00, 1.02, 0.00,-0.42, 0.00, 1.16,98.99,70.90,12.88
1142,3,29.87,2.61,33.31,1.68,0.36,10.69, 2.44,10.56,34.78, 237.4,39.5, 3.1,0, 0.00, 0.06, 0.00, 0.00, 0.15, 0.00, 0.00,*****,61.23,14.91
1143,3,29.04,2.86,33.28,1.55,0.32,10.98, 1.71, 9.51,26.54, 265.7,20.3, 3.5,0, 0.00, 0.00, 0.00, 0.61, 0.17, 1.44, 0.09,98.47,55.91,14.81
1144,3,30.66,2.92,30.21,1.42,0.31,11.04, 1.59,11.05,29.22, 190.8,12.1, 3.6,0, 0.00, 0.00, 0.21, 0.92,-0.19, 0.00, 0.54,*****,69.58,14.76
1145,3,29.83,2.84,31.97,1.42,0.36,10.18, 1.51,10.66,30.20, 277.9,49.2, 3.0,0, 0.34, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00,*****,57.96,15.79
1146,3,28.75,2.84,32.85,1.75,0.35,12.16, 2.25,10.03,34.58, 278.8,45.8, 2.0,0, 0.00, 2.13, 0.15, 0.00, 0.22, 0.00, 1.09,99.05,60.59,15.48
1147,3,29.23,2.92,32.26,1.47,0.35,10.88, 1.02, 9.53,31.97, 267.8,11.0, 3.5,0, 2.68, 0.90, 0.39, 0.00, 0.20, 1.98, 0.66,97.37,56.26,16.08
1148,3,28.95,2.98,31.97,1.63,0.31,12.56, 1.42,11.75,30.27, 257.4,22.0, 2.7,0, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.18,*****,60.96,15.08
1149,3,28.74,2.98,30.35,1.72,0.31,11.01, 1.16, 9.59,31.37, 192.5,24.8, 1.6,0, 0.00, 0.00, 0.00, 0.00,-0.25, 4.42, 1.50,94.08,69.09,15.67
1150,3,30.92,2.62,32.71,1.61,0.39,10.44, 2.33, 9.54,30.25, 188.3,28.8, 1.8,0, 0.00, 0.62, 0.39, 0.04, 0.45, 0.09, 0.00,*****,70.95,14.66
1151,3,31.99,2.69,35.81,1.72,0.31,11.92, 2.45, 9.28,26.25, 234.6,49.4, 1.7,0, 0.00, 0.16, 0.00, 0.00,-0.09, 2.66, 0.00,99.14,64.33,14.96
1152,3,28.80,2.65,33.99,1.66,0.35,12.41, 1.15,11.05,26.62, 214.1,42.8, 2.1,0, 1.89, 0.00, 0.76, 0.53,-0.14, 0.00, 1.17,*****,63.56,14.08
1153,3,31.21,2.86,34.57,1.72,0.31,11.37, 1.03, 9.72,28.41, 229.2,29.0, 3.2,0, 0.00, 0.00, 0.79, 1.28,-0.20, 0.00, 0.00,*****,62.64,16.24
1154,3,29.90,2.53,30.84,1.66,0.32,12.42, 1.75,10.66,34.86, 254.5,47.2, 4.0,0, 0.00, 0.00, 0.00, 0.00, 0.36, 0.70, 0.00,*****,61.18,14.34
1155,3,29.81,2.89,34.49,1.69,0.38,11.34, 1.52, 9.07,34.77, 208.3,12.3, 2.8,0, 1.37, 0.00, 1.32, 0.03,-0.54, 0.00, 0.00,*****,67.86,15.93
1156,3,31.22,2.65,35.61,1.41,0.39,12.41, 1.84,10.38,31.59, 192.1,15.1, 3.6,0, 0.06, 0.40, 0.00, 0.00,-0.55, 1.12, 0.72,98.15,65.89,15.35
1157,3,29.53,2.59,33.15,1.43,0.35,11.82, 1.55,10.49,30.13, 253.5,21.3, 3.5,0, 1.85, 1.81, 0.24, 0.00,-0.09, 0.00, 0.00,*****,59.94,14.18
1158,3,31.47,2.73,35.42,1.47,0.38,12.75, 1.52,11.19,28.92, 258.2,28.2, 2.6,0, 0.00, 0.63, 0.00, 0.00,-0.37, 0.00, 0.00,*****,58.59,13.82
1159,3,30.78,2.73,31.30,1.51,0.37,11.98, 1.24, 9.77,34.22, 204.8,17.2, 2.2,0, 1.25, 0.00, 0.00, 0.70, 0.01, 2.99, 1.54,95.48,69.89,14.89
1160,3,29.85,2.79,32.02,1.79,0.34,12.69, 1.30, 9.01,28.52, 199.9,40.7, 2.4,0, 0.32, 1.74, 0.00, 0.00,-0.38, 0.00, 0.00,*****,68.91,14.15
1161,3,31.95,2.51,30.41,1.72,0.33,11.62, 1.56,11.85,33.54, 235.8,12.0, 3.9,0, 0.00, 0.00, 0.00, 1.24,-0.01, 0.00, 1.11,99.37,59.05,14.33
1162,3,30.85,2.69,30.38,1.80,0.31,12.62, 1.20,10.77,30.74, 274.4,17.3, 3.1,0, 0.00, 0.00, 0.42, 0.00,-0.11, 1.54, 0.00,99.83,55.24,14.00
1163,3,29.63,2.94,34.93,1.42,0.39,12.87, 2.22,10.95,27.08, 254.4,40.6, 2.2,0, 0.00, 0.00, 0.00, 0.00, 0.11, 1.23, 1.03,97.74,64.87,15.36
1164,3,29.67,2.72,33.86,1.68,0.40,10.93, 2.03, 9.97,26.15, 192.6,42.6, 3.5,0, 1.25, 1.32, 0.33, 0.00, 0.00, 2.22, 0.64,97.15,65.32,15.76
1165,3,30.19,2.97,32.32,1.69,0.34,10.68, 1.53,10.89,31.98, 240.2,35.2, 1.2,0, 0.99, 2.66, 0.06, 0.00,-0.14, 0.94, 1.37,97.69,66.85,14.76
1166,3,28.38,2.79,30.81,1.66,0.34,11.86, 1.11,10.77,29.08, 203.2,41.2, 1.4,0, 0.10, 0.00, 0.00, 0.00,-0.40, 0.29, 0.00,*****,73.46,15.13
1167,3,28.14,2.82,33.44,1.43,0.34,11.85, 1.24,10.12,28.17, 234.1,37.7, 2.1,0, 0.00, 0.63, 0.00, 0.00, 0.02, 0.42, 0.43,99.14,62.41,13.81
1168,3,29.07,2.98,33.00,1.57,0.30,11.44, 1.56,10.97,31.33, 188.0,22.5, 2.2,0, 0.00, 0.00, 0.00, 0.08,-0.43, 0.00, 1.66,*****,65.59,14.26
1169,3,31.13,2.97,31.03,1.54,0.31,12.73, 1.32, 9.05,26.20, 186.7,49.9, 2.8,0, 0.00, 0.28, 0.49, 1.45, 0.21, 0.75, 0.14,99.11,69.46,15.31
1170,3,28.83,2.67,35.82,1.43,0.37,11.78, 1.48, 9.23,28.39, 245.0,20.1, 3.9,0, 1.52, 0.27, 0.00, 0.00, 0.01, 2.08, 0.00,*****,62.43,15.50
1171,3,28.10,2.93,30.17,1.69,0.32,10.07, 1.27, 9.39,25.44, 220.0,38.8, 1.2,0, 1.37, 1.39, 0.00, 0.00, 0.24, 0.00, 0.00,*****,63.92,14.63
1172,3,31.49,2.69,31.51,1.61,0.30,11.49, 2.38,11.70,34.65, 197.0,34.6, 3.4,0, 0.00, 0.49, 0.35, 0.23, 0.11, 0.00, 0.00,*****,67.31,14.35
1173,3,30.56,2.82,32.94,1.64,0.31,12.52, 1.98,10.19,26.36, 218.3,14.2, 3.4,0, 0.00, 0.00, 0.00, 0.00,-0.49, 0.00, 0.00,*****,61.28,14.92
1174,3,31.72,2.80,34.22,1.75,0.31,10.17, 2.07,11.30,26.87, 194.4,28.6, 1.7,0, 0.00, 0.68, 0.00, 0.00,-0.01, 0.50, 0.00,*****,66.15,15.73
1175,3,29.26,2.98,31.01,1.43,0.37,12.35, 1.64,11.77,29.42, 272.6,44.3, 2.2,0, 1.12, 0.00, 0.04, 0.54, 0.47, 0.00, 0.43,*****,63.17,14.91
1176,3,28.02,2.86,33.47,1.68,0.39,10.77, 1.05,11.95,33.32, 242.1,21.0, 2.4,0, 0.00, 0.00, 0.44, 0.46, 0.21, 2.25, 0.00,99.89,64.14,15.29
1177,3,29.57,2.80,32.46,1.79,0.33,11.01, 2.03,10.14,33.27, 213.8,35.8, 2.4,0, 0.38, 0.60, 0.15, 0.00, 0.16, 1.90, 0.00,98.12,65.59,14.54
1178,3,29.47,2.75,32.53,1.56,0.36,10.76, 1.45, 9.99,26.26, 192.2,13.9, 2.7,0, 0.00, 0.00, 0.42, 0.00, 0.30, 0.38, 0.22,99.41,65.58,13.02
1179,3,31.81,2.93,32.21,1.40,0.32,12.68, 1.83,11.90,27.59, 228.6,12.0, 1.3,0, 0.00, 0.00, 0.13, 1.14, 0.08, 2.20, 1.58,96.23,68.19,14.45
1180,3,30.08,2.74,33.03,1.44,0.30,10.89, 1.45,10.24,26.31, 193.5,18.2, 1.4,0, 0.00, 0.00, 0.00, 0.00, 0.12, 1.22, 0.00,*****,68.98,15.61
1181,3,28.79,2.80,34.09,1.50,0.34,11.02, 1.85,11.05,34.01, 254.9,12.3, 1.3,0, 0.27, 0.00, 0.71, 0.04,-0.03, 1.95, 1.39,96.66,59.86,14.69
1182,3,30.83,2.61,35.14,1.57,0.40,11.89, 1.95,10.77,33.74, 266.5,13.5, 3.5,0, 0.00, 0.76, 0.57, 0.00, 0.15, 3.19, 0.00,98.00,57.86,14.71
1183,3,31.75,2.72,32.91,1.66,0.36,10.60, 1.58, 9.98,33.91, 269.7,19.0, 3.9,0, 0.00, 0.00, 0.00, 0.00, 0.19, 2.64, 2.71,94.65,54.37,14.76
1184,3,31.10,2.60,35.29,1.61,0.39,11.86, 1.92,10.42,26.20, 215.9,28.6, 2.0,0, 0.00, 0.00, 0.00, 0.00,-0.24, 0.43, 0.00,*****,66.09,14.55
1185,3,31.68,2.84,33.92,1.48,0.40,10.97, 1.19,11.90,29.12, 276.2,11.7, 3.5,0, 0.00, 0.76, 0.00, 0.70,-0.37, 0.00, 0.00,*****,60.85,13.77
1186,3,31.61,2.98,32.89,1.46,0.34,12.17, 2.10,11.70,28.64, 274.7,26.4, 2.6,0, 0.01, 1.25, 0.00, 1.10,-0.23, 0.00, 0.00,*****,62.50,14.16
1187,3,28.14,2.52,30.36,1.72,0.33,12.13, 2.48,11.80,27.22, 277.7,21.7, 2.7,0, 0.30, 0.00, 1.01, 0.00,-0.64, 0.68, 3.03,96.29,62.92,13.77
1188,3,30.42,2.87,30.37,1.72,0.31,11.96, 2.46,10.17,34.38, 217.6,20.1, 1.4,0, 0.00, 0.00, 0.00, 0.81,-0.52, 0.00, 0.00,*****,70.76,13.61
1189,3,29.77,2.79,32.09,1.56,0.35,10.18, 2.26, 9.58,30.68, 232.5,39.2, 1.7,0, 0.35, 0.00, 0.00, 0.47, 0.13, 0.08, 0.62,99.31,66.26,15.23
1190,3,28.94,2.56,31.70,1.54,0.37,10.93, 2.32,11.94,25.43, 242.9,28.4, 1.7,0, 1.30, 0.75, 0.00, 0.45, 0.35, 0.53, 0.73,98.74,67.70,14.84
1191,3,30.02,2.76,35.19,1.78,0.37,10.51, 2.14,10.54,25.59, 271.6,18.0, 1.7,0, 0.84, 0.80, 0.04, 0.00, 0.19, 0.70, 0.00,99.33,66.48,15.44
1192,3,29.29,2.74,35.68,1.61,0.31,12.93, 1.60,11.61,27.77, 230.0,17.9, 2.0,0, 0.62, 0.84, 0.00, 0.00,-0.62, 0.35, 0.00,*****,67.32,14.04
1193,3,30.57,2.95,34.64,1.53,0.33,10.39, 1.46,10.91,32.92, 192.1,11.6, 2.0,0, 0.00, 0.00, 0.00, 1.55, 0.41, 0.12, 2.12,97.76,71.44,14.18
1194,3,28.16,3.00,32.35,1.58,0.37,12.16, 1.10, 9.70,30.84, 222.8,15.6, 3.1,0, 0.00, 0.00, 0.10, 0.00,-0.33, 0.00, 0.00,*****,63.11,13.05
1195,3,28.34,2.62,35.42,1.80,0.31,10.91, 1.27,10.92,27.59, 263.7,44.2, 2.1,0, 0.00, 0.00, 0.00, 0.00,-0.01, 1.04, 0.00,99.45,65.50,15.79
1196,3,30.47,2.65,32.85,1.75,0.40,12.10, 2.30, 9.71,26.38, 180.4,37.2, 3.4,0, 0.00, 0.78, 0.33, 0.00, 0.03, 0.00, 0.00,*****,65.00,14.33
1197,3,31.66,2.88,30.17,1.64,0.35,12.96, 2.02,11.81,33.41, 273.2,46.5, 2.7,0, 0.00, 0.00, 0.06, 1.44, 0.37, 3.46, 0.31,96.24,59.53,15.43
1198,3,29.67,2.86,32.15,1.74,0.34,10.59, 1.73, 9.43,27.80, 188.8,16.8, 2.3,0, 0.00, 1.11, 0.27, 0.87, 0.45, 3.34, 0.68,95.98,65.85,14.63
1199,3,30.34,2.52,33.50,1.68,0.35,12.03, 1.60,11.73,27.26, 270.1,45.3, 1.5,0, 0.52, 0.23, 0.00, 0.00, 0.09, 3.24, 1.98,94.78,65.91,15.63
1200,3,28.07,2.92,33.38,1.80,0.36,12.52, 2.12, 9.92,28.65, 182.7,21.1, 1.5,0, 1.30, 1.18, 0.00, 0.08,-0.15, 1.45, 2.33,96.22,71.96,13.92
1201,3,31.67,2.96,30.13,1.45,0.34,12.34, 1.92,11.89,29.14, 206.7,32.4, 1.8,0, 0.00, 0.00, 0.00, 0.44, 0.26, 2.37, 1.83,95.79,70.85,14.22
1202,3,30.67,2.91,35.21,1.79,0.30,11.73, 1.49, 9.28,25.34, 185.1,11.2, 1.6,0, 0.00, 0.83, 0.00, 0.00,-0.08, 0.00, 0.00,*****,68.61,15.59
1203,3,31.70,2.74,33.95,1.41,0.32,10.54, 2.44,11.62,33.39, 257.9,23.1, 1.1,0, 0.54, 0.31, 0.00, 0.09,-0.24, 0.00, 0.00,*****,69.35,15.11
1204,3,29.46,2.77,30.13,1.64,0.35,11.17, 2.04,11.09,32.53, 267.9,33.5, 1.7,0, 1.61, 1.41, 0.00, 0.30, 0.03, 1.04, 0.66,98.30,60.75,15.43
1205,3,30.32,2.60,34.32,1.60,0.36,11.62, 1.82, 9.68,33.85, 210.9,25.4, 3.9,0, 0.00, 0.00, 1.35, 0.52,-0.06, 0.72, 0.00,*****,63.08,15.67
1206,3,29.14,2.81,35.63,1.67,0.33,10.14, 2.27,10.77,27.51, 268.6,32.9, 2.1,0, 0.00, 0.15, 0.00, 0.00, 0.01, 0.46, 0.00,*****,58.37,13.94
1207,3,30.55,2.62,33.23,1.47,0.39,12.53, 2.18, 9.63,25.09, 228.6,18.3, 2.6,0, 0.00, 0.00, 0.00, 1.13, 0.27, 2.98, 0.00,97.03,64.98,15.62
1208,3,28.90,2.92,35.06,1.65,0.33,10.42, 1.81,11.80,33.20, 237.0,36.8, 1.8,0, 0.00, 0.00, 0.04, 0.00, 0.03, 0.00, 0.00,*****,64.41,14.79
1209,3,31.98,2.64,33.42,1.44,0.32,10.52, 1.34,10.40,29.15, 231.1,33.3, 1.9,0, 2.12, 0.00, 0.31, 0.20,-0.21, 2.85, 0.05,97.10,68.22,15.69
1210,3,31.65,2.99,35.09,1.71,0.38,11.38, 2.09,10.00,28.40, 279.4,10.7, 3.3,0, 0.00, 1.00, 0.23, 0.29,-0.06, 0.00, 0.00,*****,58.70,14.45
1211,3,31.60,2.79,30.82,1.44,0.40,10.05, 1.17, 9.48,33.94, 206.4,15.4, 1.2,0, 0.00, 1.82, 0.26, 0.00,-0.05, 1.92, 0.73,97.35,68.06,15.59
1212,3,30.92,2.88,35.64,1.43,0.35,11.25, 2.07,10.22,29.00, 210.4,19.6, 2.6,0, 0.84, 0.00, 0.00, 0.62,-0.31, 0.00, 1.57,99.00,68.86,14.96
1213,3,31.11,2.77,30.30,1.50,0.35,10.22, 1.30, 9.48,30.63, 218.4,17.0, 1.3,0, 1.44, 0.00, 0.61, 2.30,-0.33, 0.00, 0.00,*****,64.82,15.71
1214,3,31.57,2.54,33.20,1.70,0.32,11.54, 2.11,11.13,28.14, 243.6,48.5, 3.9,0, 1.42, 1.41, 0.02, 1.12, 0.21, 2.29, 0.96,96.75,63.17,15.32
1215,3,31.92,2.93,33.88,1.78,0.35,10.84, 2.11,11.15,29.42, 189.4,26.9, 1.8,0, 0.00, 0.25, 0.00, 0.00, 0.61, 2.34, 1.36,96.30,69.61,14.64
1216,3,29.07,2.96,33.75,1.75,0.39,10.20, 1.06,10.04,33.88, 277.7,19.3, 1.9,0, 0.84, 0.00, 1.06, 0.33,-0.25, 1.21, 1.46,97.33,56.37,14.40
1217,3,31.94,2.58,35.81,1.68,0.39,10.04, 1.49, 9.89,33.89, 233.3,27.2, 3.2,0, 0.00, 1.07, 0.00, 0.30, 0.32, 1.14, 0.13,98.73,63.44,15.69
1218,3,29.61,2.59,31.60,1.71,0.39,11.77, 1.47, 9.38,27.95, 265.7,40.7, 4.0,0, 0.00, 0.93, 0.00, 0.98, 0.01, 0.00, 0.00,*****,56.49,15.67
1219,3,28.01,2.64,33.40,1.77,0.35,11.59, 1.15, 9.57,31.19, 195.6,20.6, 1.1,0, 0.20, 0.09, 0.01, 1.45, 0.34, 0.00, 1.66,*****,68.08,15.93
1220,3,30.02,2.83,31.54,1.54,0.33,10.33, 1.22, 9.69,26.03, 272.8,16.3, 3.6,0, 0.00, 0.00, 0.00, 0.00,-0.29, 1.02, 0.00,99.55,57.34,14.43
1221,3,28.79,2.81,35.73,1.58,0.38,10.49, 2.12,11.60,29.73, 190.1,24.1, 1.3,0, 0.00, 0.00, 0.10, 0.00,-0.26, 0.27, 0.00,99.80,71.90,13.66
1222,3,31.89,2.90,30.24,1.69,0.39,11.35, 1.31,11.96,28.48, 280.0,44.3, 3.9,0, 0.01, 1.29, 0.00, 1.56,-0.18, 0.00, 0.00,*****,57.38,14.58
1223,3,31.46,2.86,32.21,1.54,0.34,11.49, 2.29, 9.11,32.14, 222.5,30.6, 1.4,0, 0.00, 0.58, 0.37, 1.19, 0.28, 0.00, 1.32,99.28,68.05,14.82
1224,3,28.53,2.88,35.40,1.56,0.38,12.18, 1.84, 9.98,32.36, 263.9,38.9, 1.9,0, 0.00, 0.00, 0.49, 0.60, 0.26, 0.58, 0.68,98.74,62.81,15.51
1225,3,29.83,2.58,32.72,1.72,0.38,11.09, 1.83,11.92,34.09, 254.8,29.5, 1.7,0, 0.18, 1.13, 0.00, 0.38, 0.24, 1.96, 0.53,97.51,62.41,14.62
1226,3,28.64,2.86,30.27,1.58,0.31,11.89, 1.47, 9.71,28.76, 258.9,30.6, 2.2,0, 1.03, 0.00, 0.08, 0.44, 0.12, 1.52, 0.00,98.79,63.95,15.08
1227,3,28.14,2.75,31.73,1.66,0.39,11.55, 1.41, 9.04,32.83, 228.1,36.6, 3.2,0, 0.33, 0.05, 0.00, 0.00, 0.05, 0.00, 0.00,*****,62.46,15.01
1228,3,30.25,2.53,31.55,1.58,0.37,11.30, 1.69,11.39,30.20, 278.9,32.5, 2.2,0, 0.82, 1.67, 1.04, 0.00,-0.03, 1.30, 0.00,*****,63.40,15.05
1229,3,28.70,2.95,32.50,1.68,0.34,11.79, 1.49,10.65,30.40, 231.4,29.3, 2.2,0, 0.00, 0.71, 0.00, 0.00, 0.03, 0.15, 0.00,*****,66.42,14.91
1230,3,31.65,2.83,30.12,1.71,0.37,12.79, 2.07,11.10,27.49, 258.5,18.7, 2.3,0, 0.00, 0.00, 0.36, 0.00, 0.41, 1.57, 0.00,99.44,59.48,15.48
1231,3,31.49,2.99,31.51,1.44,0.40,10.58, 1.45,10.58,33.13, 191.7,35.3, 2.0,0, 0.29, 0.00, 0.00, 1.54,-0.20, 0.00, 0.00,*****,74.90,14.06
1232,3,30.95,2.95,31.13,1.77,0.31,10.16, 1.51,10.55,26.95, 192.0,15.9, 3.5,0, 0.00, 0.00, 1.02, 0.70,-0.21, 1.25, 3.40,95.34,66.82,15.81
1233,3,28.16,2.74,33.51,1.58,0.31,10.36, 1.02,10.97,32.87, 276.6,23.5, 1.8,0, 0.00, 0.00, 0.00, 0.43,-0.11, 0.48, 0.00,*****,62.98,14.47
1234,3,31.16,2.93,34.13,1.41,0.31,12.42, 1.19, 9.64,26.12, 192.8,22.6, 2.1,0, 0.00, 0.00, 0.00, 0.43,-0.02, 1.57, 0.18,98.25,66.76,14.36
1235,3,28.27,2.71,33.36,1.42,0.31,10.12, 2.09,11.15,26.29, 200.7,39.3, 2.4,0, 0.00, 0.00, 0.55, 1.59, 0.29, 0.00, 2.62,*****,62.97,13.55
1236,3,28.22,3.00,33.28,1.46,0.37,11.77, 2.40,11.50,32.83, 267.2,28.0, 4.0,0, 0.00, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00,*****,59.96,15.61
1237,3,30.12,2.77,35.04,1.62,0.34,12.78, 1.72,11.62,31.90, 193.3,30.4, 1.3,0, 0.00, 0.52, 0.00, 0.00,-0.03, 0.13, 1.40,98.48,71.89,15.01
1238,3,28.92,2.82,34.20,1.66,0.38,12.61, 1.08, 9.32,34.47, 274.6,31.0, 1.8,0, 0.00, 0.00, 1.00, 0.00,-0.08, 0.00, 0.44,*****,58.86,14.06
1239,3,29.80,2.86,31.27,1.58,0.35,10.66, 1.57, 9.12,30.69, 225.7,40.0, 2.6,0, 0.00, 0.15, 0.21, 0.59, 0.04, 0.00, 1.05,99.69,70.03,15.25
1240,3,31.06,2.71,35.15,1.68,0.33,12.21, 2.22,11.07,30.33, 190.7,11.5, 3.8,0, 0.26, 0.00, 0.19, 0.00, 0.01, 0.00, 0.00,*****,70.05,14.01
1241,3,31.78,2.61,35.24,1.51,0.30,12.59, 2.12, 9.94,26.18, 244.4,32.1, 3.5,0, 0.00, 0.00, 0.00, 1.09, 0.16, 0.24, 0.09,99.68,58.44,14.72
1242,3,28.97,2.80,31.96,1.56,0.40,12.96, 2.43,10.53,26.82, 270.2,16.9, 3.8,0, 0.69, 0.00, 0.69, 0.00, 0.13, 1.77, 0.60,97.63,54.63,13.68
1243,3,28.51,2.59,30.66,1.71,0.35,10.24, 1.77,11.93,30.14, 183.4,42.3, 3.4,0, 0.00, 0.00, 0.00, 2.03, 0.36, 1.17, 0.00,99.97,67.54,13.92
1244,3,28.29,2.95,33.89,1.70,0.31,11.82, 1.75, 9.76,29.75, 267.6,43.1, 1.9,0, 0.00, 0.00, 0.00, 0.00, 0.02, 1.54, 0.68,97.78,60.85,14.64
